Marca,Vendas mes 1,Vendas mes 2,Vendas mes 3,Vendas mes 4,Vendas mes 5,Vendas mes 6,Vendas mes 7,Media Vendas
CANETA BIC CRISTAL AZ
CANETA COMPACTOR ECONOMI
CANETE CIS SPIRO 07MM SO
CANETA PILOT FINE AZ 07
